start_date,user,active
2016-08-23,ca392,True
2016-08-23,pae21,True
2016-08-23,sww40,True
2016-08-23,szm21,True
2016-09-06,dcsw2,True
2016-09-06,mcb71,True
2016-09-06,mf574,True
2016-09-06,sr745,True
2016-09-07,bb314,False
2016-09-08,ph448,True
2016-09-12,bs572,True
2016-09-13,av404,True
2016-09-13,cjo24,True
2016-09-13,dcp23,True
2016-09-13,rk385,True
2016-09-13,thwm100,True
2016-09-14,gg305,True
2016-09-15,ad836,True
2016-09-15,amc203,True
2016-09-15,mdb54,True
2016-09-15,pgt23,True
2016-09-15,tf320,True
2016-09-16,am315,True
2016-09-16,apd1,True
2016-09-16,gshy2,True
2016-09-16,rg404,True
2016-09-16,rmf36,True
2016-09-16,rps24,True
2016-09-19,he268,True
2016-09-19,jal58,True
2016-09-19,lab53,True
2016-09-19,mm2014,True
2016-09-19,mn437,True
2016-09-19,njc65,True
2016-09-19,nsd27,True
2016-09-19,pr270,True
2016-09-19,sw10014,True
2016-09-20,djl79,True
2016-09-20,hfc23,True
2016-09-20,hs220,True
2016-09-20,jmc99,True
2016-09-20,mfs37,True
2016-09-20,rsr33,True
2016-09-21,is269,True
2016-09-21,neb25,True
2016-09-21,rjd4,True
2016-09-21,sjb293,True
2016-09-21,sr496,True
2016-09-22,sb529,True
2016-09-22,sw587,True
2016-09-22,tb267,True
2016-09-22,vsd20,True
2016-09-23,alb84,True
2016-09-23,fm381,True
2016-09-23,hw316,True
2016-09-23,ms2165,True
2016-09-23,tjn29,True
2016-09-23,vp261,True
2016-09-23,yhbl2,True
2016-09-23,yk299,True
2016-09-24,cvhb1,True
2016-09-24,pm297,True
2016-09-24,ujk20,True
2016-09-24,wmb1001,True
2016-09-25,clw36,True
2016-09-26,aa831,True
2016-09-26,hmw20,True
2016-09-26,lc413,True
2016-09-26,ta259,True
2016-09-27,acg39,True
2016-09-27,djh1002,True
2016-09-27,hda21,True
2016-09-27,mnm21,True
2016-09-27,yas22,True
2016-09-28,acg12,True
2016-09-28,ag558,True
2016-09-28,jms212,True
2016-09-28,pak29,True
2016-09-28,pgt22,True
2016-09-29,jji23,True
2016-09-30,dlo24,True
2016-09-30,jml4,True
2016-09-30,kml23,True
2016-09-30,mww27,True
2016-09-30,rs839,True
2016-09-30,shh33,True
2016-10-02,mew10,True
2016-10-02,mmc46,True
2016-10-03,az319,True
2016-10-03,cfk23,True
2016-10-03,drs36,True
2016-10-03,glf33,True
2016-10-03,gp10006,True
2016-10-03,jn351,True
2016-10-03,mf338,True
2016-10-03,yh305,True
2016-10-04,anl1000,True
2016-10-04,apd25,True
2016-10-04,cj107,True
2016-10-04,cm896,True
2016-10-04,jmd60,True
2016-10-04,kl422,True
2016-10-04,md131,True
2016-10-04,mg299,True
2016-10-04,om307,True
2016-10-04,pfp23,True
2016-10-04,wrg11,True
2016-10-05,apw40,True
2016-10-05,as25,True
2016-10-05,as2526,True
2016-10-05,dg506,True
2016-10-05,ec571,True
2016-10-05,hoh21,True
2016-10-05,hpb29,True
2016-10-05,kg404,True
2016-10-05,lmh75,True
2016-10-05,mn332,True
2016-10-05,mn333,True
2016-10-05,mpd39,True
2016-10-05,pb413,True
2016-10-05,pm579,True
2016-10-06,or226,True
2016-10-07,aj500,True
2016-10-07,jcjb,True
2016-10-07,jr598,True
2016-10-07,pj237,True
2016-10-09,ikp1000,True
2016-10-10,afn24,True
2016-10-10,dv230,True
2016-10-10,jjm72,True
2016-10-10,jw349,True
2016-10-10,msl29,True
2016-10-10,tmf32,True
2016-10-10,yiif2,True
2016-10-11,cdd41,True
2016-10-11,cea39,True
2016-10-11,gs566,True
2016-10-11,hz268,True
2016-10-11,jap83,True
2016-10-11,jd489,True
2016-10-11,jg704,True
2016-10-11,lsb47,True
2016-10-11,pjk38,True
2016-10-11,rs803,True
2016-10-11,sr411,True
2016-10-11,vc324,True
2016-10-12,ac347,True
2016-10-12,ad327,False
2016-10-12,ajc1020,True
2016-10-12,ajs17,True
2016-10-12,am2294,True
2016-10-12,bds10,True
2016-10-12,cjp20,True
2016-10-12,ck445,True
2016-10-12,co209,True
2016-10-12,df110,True
2016-10-12,df246,True
2016-10-12,dl437,True
2016-10-12,ds139,True
2016-10-12,eh508,True
2016-10-12,gb318,True
2016-10-12,gej1000,True
2016-10-12,gsc24,True
2016-10-12,hd225,True
2016-10-12,ht358,True
2016-10-12,jlc62,True
2016-10-12,kde25,True
2016-10-12,kjh25,True
2016-10-12,ljl25,True
2016-10-12,nh417,True
2016-10-12,nr384,True
2016-10-12,ns10005,False
2016-10-12,pa348,True
2016-10-12,pmw38,False
2016-10-12,ra399,True
2016-10-12,rcf46,True
2016-10-12,slac2,True
2016-10-12,smmc2,True
2016-10-12,swc34,True
2016-10-12,twc34,True
2016-10-12,vjs1003,True
2016-10-12,wqs20,True
2016-10-13,af621,True
2016-10-13,ds28,True
2016-10-13,jp335,True
2016-10-13,rl531,True
2016-10-13,se321,True
2016-10-14,fek1000,True
2016-10-14,rsw1,True
2016-10-14,sg607,True
2016-10-14,sq231,True
2016-10-14,tak29,True
2016-10-15,rj366,True
2016-10-16,lb329,True
2016-10-17,amm1013,True
2016-10-17,cyl58,True
2016-10-17,jl221,True
2016-10-18,arf25,True
2016-10-18,bdf20,True
2016-10-18,bia23,True
2016-10-18,cpm34,True
2016-10-18,diap2,True
2016-10-18,jms233,True
2016-10-18,jsb48,True
2016-10-18,mre33,True
2016-10-18,nhmp2,True
2016-10-19,cb457,True
2016-10-19,cg349,True
2016-10-19,dmgn,True
2016-10-19,fmot2,True
2016-10-19,jdb1003,True
2016-10-19,kb550,True
2016-10-19,mgm49,True
2016-10-19,mjp97,True
2016-10-19,obl20,True
2016-10-19,sco2,True
2016-10-19,tcw50,True
2016-10-20,hkdb,True
2016-10-20,jrh11,True
2016-10-20,oep20,True
2016-10-20,sl782,True
2016-10-21,el408,True
2016-10-21,io232,True
2016-10-22,ca26,True
2016-10-22,mhm32,True
2016-10-23,cpc41,True
2016-10-24,mc141,True
2016-10-24,naw27,True
2016-10-24,nn275,True
2016-10-24,nwe22,True
2016-10-24,ps10011,True
2016-10-24,rhr34,True
2016-10-24,rm21,True
2016-10-24,sn459,True
2016-10-24,vab27,True
2016-10-25,cd600,True
2016-10-25,jd757,True
2016-10-26,asr33,True
2016-10-26,cc213,True
2016-10-26,ce316,True
2016-10-26,db298,True
2016-10-27,ajk202,True
2016-10-27,eol22,True
2016-10-27,gt317,True
2016-10-27,hew1001,True
2016-10-27,hgr25,True
2016-10-27,hrm1,True
2016-10-27,ivv21,True
2016-10-27,jbp30,True
2016-10-27,jcmm2,True
2016-10-27,mjc87,True
2016-10-27,mm2051,True
2016-10-27,sas37,True
2016-10-27,vha20,True
2016-10-28,amgl2,True
2016-10-28,cc804,True
2016-10-28,gb453,True
2016-10-28,mn406,True
2016-10-28,ymw24,True
2016-10-29,jb252,True
2016-10-30,pv296,True
2016-10-30,sls73,True
2016-10-31,dac18,True
2016-10-31,ehf20,True
2016-10-31,gnw20,True
2016-10-31,ho278,True
2016-10-31,prn25,True
2016-10-31,taa21,True
2016-11-01,ash26,True
2016-11-01,avd30,True
2016-11-01,ek360,True
2016-11-01,if203,True
2016-11-02,fg313,True
2016-11-02,kv292,True
2016-11-02,pav30,True
2016-11-02,sem208,True
2016-11-02,slk25,True
2016-11-03,yz520,True
2016-11-04,dhb35,True
2016-11-05,bms41,True
2016-11-07,as168,True
2016-11-07,ws220,True
2016-11-08,aeh85,True
2016-11-08,al741,True
2016-11-08,bb258,True
2016-11-08,gsk20,True
2016-11-08,hvs1001,True
2016-11-08,kla29,True
2016-11-08,mcc81,True
2016-11-09,dp430,True
2016-11-09,rfd24,True
2016-11-09,scnr2,True
2016-11-10,ajf23,True
2016-11-10,al837,True
2016-11-10,asds2,True
2016-11-10,cm320,True
2016-11-10,jcs67,True
2016-11-10,jmb254,True
2016-11-10,mh882,True
2016-11-10,mr702,True
2016-11-10,nm371,True
2016-11-10,ps623,True
2016-11-10,rh630,True
2016-11-10,rm656,True
2016-11-10,ss636,True
2016-11-11,aa275,True
2016-11-11,ac654,True
2016-11-11,gy243,True
2016-11-11,shw27,True
2016-11-13,md718,True
2016-11-14,gc422,True
2016-11-15,il262,True
2016-11-15,jab255,True
2016-11-16,ac692,True
2016-11-16,el337,True
2016-11-16,gpw22,True
2016-11-17,sah63,True
2016-11-17,sw603,True
2016-11-17,tco21,True
2016-11-20,bz240,True
2016-11-21,gb502,True
2016-11-21,rm822,True
2016-11-22,mar83,True
2016-11-22,md644,True
2016-11-22,pja34,True
2016-11-23,acgd2,True
2016-11-23,crmf2,True
2016-11-23,df334,True
2016-11-23,idm24,True
2016-11-24,co200,True
2016-11-24,mb627,True
2016-11-24,pc350,True
2016-11-25,aal35,True
2016-11-25,amm24,True
2016-11-25,mhb41,True
2016-11-29,tj295,True
2016-12-01,dak37,True
2016-12-01,ed351,True
2016-12-01,jcm1004,True
2016-12-01,lr434,True
2016-12-01,st240,True
2016-12-02,ac723,True
2016-12-02,kum20,True
2016-12-02,mm2142,True
2016-12-04,al200,True
2016-12-04,sca10,True
2016-12-06,ahh31,True
2016-12-06,as2653,True
2016-12-06,bb326,True
2016-12-06,bjb42,True
2016-12-06,dj308,True
2016-12-06,mi305,True
2016-12-06,tjb86,True
2016-12-07,ac927,True
2016-12-07,bs251,True
2016-12-07,ca486,True
2016-12-07,cjb250,True
2016-12-07,fpjl2,True
2016-12-07,js2017,True
2016-12-07,ljm67,True
2016-12-07,lw355,True
2016-12-07,ns480,True
2016-12-07,sjr81,True
2016-12-07,skt33,True
2016-12-07,ta385,True
2016-12-07,ts657,True
2016-12-08,ark52,True
2016-12-08,htl24,True
2016-12-08,jk587,True
2016-12-08,ky279,True
2016-12-08,mwh20,True
2016-12-08,sd759,True
2016-12-09,drh39,True
2016-12-09,mg826,True
2016-12-09,rb786,True
2016-12-11,eml51,True
2016-12-12,ajg60,True
2016-12-12,cm612,True
2016-12-12,gdw27,True
2016-12-12,gm513,True
2016-12-12,pb645,True
2016-12-12,sc604,True
2016-12-13,jfh31,True
2016-12-13,mew37,True
2016-12-13,ml600,True
2016-12-13,rh347,True
2016-12-13,sb10031,False
2016-12-14,amj53,True
2016-12-14,cm833,True
2016-12-14,eg314,True
2016-12-15,djnc3,True
2016-12-15,mber2,True
2016-12-16,skt37,True
2016-12-17,hk407,True
2016-12-19,gmp26,True
2016-12-19,lm743,True
2016-12-19,ms433,True
2016-12-20,brc21,True
2016-12-21,hsd26,True
2016-12-21,rjr27,True
2016-12-22,vej22,True
2016-12-25,gb533,True
2016-12-28,jw896,True
2016-12-28,jyy24,True
2016-12-28,sm905,True
2016-12-29,bdb26,True
2017-01-02,rl341,True
2017-01-03,bz262,True
2017-01-03,nm284,True
2017-01-04,ale21,True
2017-01-04,khk33,True
2017-01-05,lkw32,True
2017-01-06,ccw40,True
2017-01-06,ev243,True
2017-01-06,ew273,True
2017-01-07,am253,True
2017-01-09,car43,True
2017-01-09,mb994,True
2017-01-09,nh396,True
2017-01-10,cgd27,True
2017-01-10,jag76,True
2017-01-10,njm25,True
2017-01-10,rf255,True
2017-01-10,sdw32,True
2017-01-10,shj24,True
2017-01-10,sv378,True
2017-01-11,bh206,True
2017-01-13,gc121,True
2017-01-13,mhh30,True
2017-01-15,pac71,True
2017-01-16,jpm206,True
2017-01-17,adc53,True
2017-01-17,bc445,True
2017-01-17,jcg23,True
2017-01-17,ll542,True
2017-01-17,orat2,True
2017-01-17,ps573,True
2017-01-17,rr394,True
2017-01-17,sct44,True
2017-01-17,xc286,False
2017-01-18,ab2269,True
2017-01-18,ras223,False
2017-01-18,srb4,True
2017-01-19,dl552,True
2017-01-19,rjh1009,True
2017-01-19,srm25,True
2017-01-21,ag771,True
2017-01-21,oat24,True
2017-01-22,ih298,True
2017-01-23,mjm62,True
2017-01-24,anh25,True
2017-01-24,cw498,True
2017-01-25,lb358,True
2017-01-26,ba306,True
2017-01-26,bjs57,True
2017-01-26,cb879,True
2017-01-26,jwm37,True
2017-01-27,bms33,True
2017-01-27,cah1008,True
2017-01-27,cfmf2,True
2017-01-27,cjh88,True
2017-01-27,ct483,True
2017-01-27,drr25,True
2017-01-27,hm328,True
2017-01-27,jrb1001,True
2017-01-27,jsr10,True
2017-01-27,jt603,True
2017-01-27,me280,True
2017-01-27,mrf25,True
2017-01-27,pmn22,True
2017-01-27,rgo22,True
2017-01-27,rjk45,True
2017-01-27,sn306,True
2017-01-27,uws20,True
2017-01-28,st633,True
2017-01-29,cw543,True
2017-01-30,nlb39,True
2017-01-31,jbnad2,True
2017-01-31,mj455,True
2017-02-01,bk300,True
2017-02-02,ngj10,True
2017-02-03,ag720,True
2017-02-04,al804,True
2017-02-05,ba257,True
2017-02-05,mr664,True
2017-02-06,hms12,True
2017-02-06,sm2185,True
2017-02-07,if255,True
2017-02-07,jl635,True
2017-02-07,ps748,True
2017-02-07,smk63,True
2017-02-07,tss39,True
2017-02-08,alr44,True
2017-02-08,sds65,True
2017-02-08,sl622,True
2017-02-09,dp553,True
2017-02-09,jmw234,True
2017-02-09,kh532,True
2017-02-09,mc469,True
2017-02-09,mm561,True
2017-02-09,nl234,True
2017-02-12,etz20,True
2017-02-13,ss2295,True
2017-02-15,alm46,True
2017-02-15,ecq20,False
2017-02-15,jsn33,True
2017-02-15,mam218,True
2017-02-15,pc524,True
2017-02-16,mtr34,True
2017-02-16,rw459,True
2017-02-17,cp605,True
2017-02-17,earb2,True
2017-02-21,jg781,True
2017-02-21,jp559,True
2017-02-21,njl20,True
2017-02-21,rsb48,True
2017-02-21,sh372,True
2017-02-22,dscj1,True
2017-02-22,jah52,True
2017-02-22,jec202,True
2017-02-23,mr622,True
2017-02-24,cet31,False
2017-02-24,hs102,True
2017-02-27,lm632,True
2017-02-28,daw45,True
2017-02-28,gd304,True
2017-03-01,eah16,True
2017-03-02,ac289,True
2017-03-03,ajs40,True
2017-03-03,bt312,True
2017-03-03,cz299,True
2017-03-03,eor21,True
2017-03-03,fd314,True
2017-03-03,gra1000,True
2017-03-03,jr699,True
2017-03-03,lf368,True
2017-03-03,lfg1,True
2017-03-03,lw493,True
2017-03-03,mdm20,True
2017-03-03,mk887,True
2017-03-03,njt35,True
2017-03-03,om308,True
2017-03-03,rn359,True
2017-03-04,ab832,True
2017-03-06,bs494,True
2017-03-07,mbml1,True
2017-03-07,mp746,True
2017-03-07,snp23,True
2017-03-08,set44,True
2017-03-09,dh563,True
2017-03-09,mt597,True
2017-03-10,aek37,False
2017-03-10,br385,True
2017-03-12,jds70,True
2017-03-13,arjy2,True
2017-03-13,mm2233,True
2017-03-13,pjb89,True
2017-03-13,ppc29,False
2017-03-13,rlj1001,True
2017-03-14,few23,True
2017-03-15,alv27,True
2017-03-16,pl423,True
2017-03-16,sat58,True
2017-03-20,ag912,True
2017-03-20,hg344,True
2017-03-20,jcc83,True
2017-03-21,gscs2,True
2017-03-23,ke239,True
2017-03-24,dk480,True
2017-03-24,jf416,True
2017-03-27,erj35,False
2017-03-27,kl333,True
2017-03-28,eh540,True
2017-03-28,esr34,True
2017-03-28,fs436,True
2017-03-28,raf59,True
2017-03-28,rt446,True
2017-03-28,sp10002,True
2017-03-28,sp825,True
2017-03-28,wm268,True
2017-03-29,je353,True
2017-03-29,kjp37,True
2017-03-31,jr723,True
2017-04-02,ki259,True
2017-04-03,apm68,True
2017-04-03,rja58,True
2017-04-03,sv319,True
2017-04-04,dj327,True
2017-04-04,hl380,True
2017-04-04,oac24,True
2017-04-06,as2457,True
2017-04-10,dsbkr2,True
2017-04-10,fr293,True
2017-04-11,sh906,True
2017-04-12,ds734,True
2017-04-12,gjeh2,True
2017-04-12,gr328,True
2017-04-13,dv267,True
2017-04-13,gil21,True
2017-04-13,ib330,True
2017-04-13,ms2124,True
2017-04-19,fm207,True
2017-04-19,jmw11,True
2017-04-19,trk24,True
2017-04-20,drw40,True
2017-04-20,erm1001,True
2017-04-21,iml1,True
2017-04-21,lwc24,True
2017-04-22,ad666,True
2017-04-22,ap666,True
2017-04-24,jm726,True
2017-04-24,mw283,True
2017-04-25,tw437,True
2017-04-26,bkf20,True
2017-04-26,cp538,True
2017-04-26,ecb39,True
2017-04-27,kla39,True
2017-04-27,sr656,True
2017-05-02,vi211,True
2017-05-03,ca410,True
2017-05-03,fam49,True
2017-05-03,sjg88,True
2017-05-05,jb2155,True
2017-05-09,cs787,True
2017-05-10,cz298,True
2017-05-11,gcss2,True
2017-05-12,bv243,True
2017-05-12,yz513,True
2017-05-15,tm418,True
2017-05-16,la326,True
2017-05-16,rha23,True
2017-05-17,amp96,True
2017-05-17,cq211,True
2017-05-17,ihf23,True
2017-05-17,nb117,True
2017-05-18,cg602,True
2017-05-18,fr304,True
2017-05-18,ja219,True
2017-05-18,mad50,True
2017-05-18,od259,True
2017-05-18,rmw24,True
2017-05-22,qb204,True
2017-05-22,skg41,True
2017-05-24,cet31,False
2017-05-24,cn380,True
2017-05-24,nslh100,True
2017-05-24,vt281,True
2017-05-27,hm580,False
2017-05-29,vm338,True
2017-05-31,dw304,True
2017-05-31,jf585,True
2017-06-02,mfj22,True
2017-06-04,jcs202,True
2017-06-06,ar293,True
2017-06-06,chwb101,True
2017-06-06,kjf35,True
2017-06-06,ljc37,True
2017-06-06,nh480,True
2017-06-07,mpd43,True
2017-06-08,cion2,True
2017-06-08,cryr2,True
2017-06-08,jfe26,True
2017-06-08,jrm220,True
2017-06-08,rb599,True
2017-06-08,rjh40,True
2017-06-08,rjt79,True
2017-06-08,vsck2,True
2017-06-09,ag973,True
2017-06-13,as2614,True
2017-06-13,au239,True
2017-06-13,cjd65,True
2017-06-13,clt56,True
2017-06-13,fjg28,True
2017-06-13,fz247,True
2017-06-13,hl476,True
2017-06-13,jtg26,True
2017-06-13,la399,True
2017-06-13,lmtl2,True
2017-06-13,ova20,True
2017-06-13,pbh25,True
2017-06-13,pprr2,True
2017-06-13,sa807,True
2017-06-13,ssd32,True
2017-06-14,lm456,True
2017-06-14,lme36,True
2017-06-14,mch70,True
2017-06-14,ng395,True
2017-06-14,rws1001,True
2017-06-15,acm84,True
2017-06-15,mpab2,True
2017-06-16,ib311,True
2017-06-16,lab53,True
2017-06-16,nm390,True
2017-06-19,arv22,True
2017-06-19,hfs35,True
2017-06-19,hp331,True
2017-06-19,rn330,True
2017-06-19,sjc53,True
2017-06-20,am2167,True
2017-06-21,cwt1000,True
2017-06-21,jk636,True
2017-06-21,jn381,True
2017-06-21,pjc1007,True
2017-06-26,jz400,True
2017-06-27,ehk20,True
2017-06-27,em375,True
2017-06-27,hwbc2,True
2017-06-28,agh51,True
2017-06-28,ap650,True
2017-06-28,ff286,True
2017-06-28,gic27,True
2017-06-28,gv103,True
2017-06-28,lb593,True
2017-06-28,lm459,True
2017-06-28,mcs1000,True
2017-06-28,rs771,True
2017-06-28,tmjv2,True
2017-06-28,tso24,True
2017-06-29,af640,True
2017-06-29,eh336,True
2017-06-29,les40,True
2017-06-29,rff22,True
2017-06-29,tm487,True
2017-06-30,cbks2,True
2017-06-30,fag1000,True
2017-06-30,mo412,True
2017-07-03,er376,True
2017-07-03,jag93,True
2017-07-03,nms23,True
2017-07-06,adl43,True
2017-07-06,dlp37,True
2017-07-07,bn242,True
2017-07-07,cba26,True
2017-07-10,mcl51,True
2017-07-10,pw323,True
2017-07-10,sy313,True
2017-07-11,rw585,True
2017-07-12,hfg24,True
2017-07-12,jrb75,True
2017-07-13,asb17,True
2017-07-14,cpm52,True
2017-07-17,jamp3,True
2017-07-18,icc20,True
2017-07-19,mrl25,True
2017-07-19,sjl18,True
2017-07-20,mk796,True
2017-07-21,cnd26,True
2017-07-21,dcm43,True
2017-07-21,djh1000,True
2017-07-22,lsr25,True
2017-07-23,pl359,True
2017-07-23,ts650,True
2017-07-24,jah71,True
2017-07-26,ks10014,True
2017-07-28,jj425,True
2017-07-31,adl38,True
2017-07-31,oe219,True
2017-08-24,ca392,True
2017-08-24,pae21,True
2017-08-24,sww40,True
2017-08-24,szm21,True
2017-09-14,dcp23,True
2017-09-16,pgt23,True
2017-09-17,am315,True
2017-09-17,gshy2,True
2017-09-20,pr270,True
2017-09-21,hs220,True
2017-09-21,mfs37,True
2017-09-22,neb25,True
2017-09-22,sjb293,True
2017-09-23,sb529,True
2017-09-23,vsd20,True
2017-09-24,yhbl2,True
2017-09-25,wmb1001,True
2017-09-26,clw36,True
